benchmark_family,dataset,task,task_class,task_type,target_col,entity_table,entity_col,time_col,completion_status,gate_outcomes,statuses_found,seeds_found,has_seed_41_44,metric_complete,has_rmse,has_mae,has_r2,has_accuracy,has_auroc,has_ap,has_log_loss,has_macro_f1,has_weighted_f1,selected_residual_count,fallback_exact_match,variants_found,decoders_found,n_matched_files,gate_files,fallback_files,status_files
RelBench_v1,rel-f1,driver-top3,DriverTop3Task,binary_classification,qualifying,drivers,driverId,date,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select;csv_record;ok;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,4.0,False,dfs;fdhg_dmax1;target_only,tabpfn,19,results/final_tables/rel_f1_driver_top3_binary_gate_by_seed.csv;results/final_tables/rel_f1_driver_top3_binary_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-hm,user-churn,UserChurnTask,binary_classification,churn,customer,customer_id,timestamp,COMPLETE_FALLBACK,FALLBACK,builder_failed_or_incompatible;complete_multiseed_gate;csv_record;failed;ok;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,8.0,False,dfs;fdhg_dmax1;target_only,tabpfn,21,results/final_tables/rel_hm_user_churn_binary_gate_by_seed.csv;results/final_tables/rel_hm_user_churn_binary_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-ratebeer,beer-churn,BeerRatingChurnTask,binary_classification,rating_churn,beers,beer_id,timestamp,COMPLETE_EVALUATED_SELECT,SELECT,csv_record,,False,False,True,True,True,True,True,False,True,True,True,8.0,False,dfs;fdhg_residual,tabpfn_classifier,11,results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv;results/final_tables/relbench_v2_fdhg_gate_paper_table.csv;results/final_tables/relbench_v2_fdhg_gate_unified_summary.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-ratebeer,brewer-dormant,BrewerDormantTask,binary_classification,dormant,brewers,brewer_id,timestamp,COMPLETE_FALLBACK,FALLBACK,csv_record,,False,False,True,True,True,True,True,False,True,True,True,0.0,True,dfs;fdhg_residual,tabpfn_classifier,11,results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv;results/final_tables/relbench_v2_fdhg_gate_paper_table.csv;results/final_tables/relbench_v2_fdhg_gate_unified_summary.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-ratebeer,user-churn,UserRatingChurnTask,binary_classification,user_churn,users,user_id,timestamp,COMPLETE_FALLBACK,FALLBACK,csv_record,,False,False,True,True,True,True,True,False,True,True,True,0.0,True,dfs;fdhg_residual,tabpfn_classifier,11,results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv;results/final_tables/relbench_v2_fdhg_gate_paper_table.csv;results/final_tables/relbench_v2_fdhg_gate_unified_summary.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-stack,user-badge,UserBadgeTask,binary_classification,WillGetBadge,users,UserId,timestamp,COMPLETE_FALLBACK,FALLBACK,built_no_clear_afd_marker;candidate_exists_needs_matched_check;complete_exact_match;complete_validation_fallback;completed;completed_existing;csv_record;done;existing;ok;onehop_candidate_selected_afd;pending;success;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,,False,dfs;dmax2_all;dmax2_only_random16;dmax2_only_supervised_ap_topk16;dmax2_only_supervised_auc_topk16;dmax2_only_topk16;dmax2_random64_only;dmax2_random_same_budget;dmax2_topk;drop_conflict_count;drop_entropy;drop_majconf;drop_support_count;fdhg_dmax1;fdhg_dmax1_dmax2_heuristic_topk16;fdhg_dmax1_dmax2_supervised_ap_topk16;fdhg_dmax1_dmax2_supervised_auc_topk16;fdhg_dmax1_full;fdhg_dmax1_no_ambiguity;fdhg_dmax1_plus_dmax2;fdhg_dmax1_plus_dmax2_label_free_topk16;fdhg_dmax1_plus_dmax2_random16;fdhg_dmax1_plus_dmax2_supervised_ap_topK16;fdhg_dmax1_plus_dmax2_supervised_ap_topk16;fdhg_dmax1_plus_dmax2_supervised_auc_topk16;fdhg_dmax1_plus_dmax2_topk16;fdhg_dmax1_random_same_budget;fdhg_dmax1_shuffle_ambiguity;fdhg_dmax1_small_budget;fdhg_fkagg;fdhg_fkagg_exact;filtered_feature_export_all_variants;juice_on_fdhg_sample;juice_plus_fdhg_dmax1_ambiguity;juice_plus_fdhg_residual;juice_style_matched;juice_style_matched_v0;naive;only_conflict_count;only_entropy;only_majconf;only_support_count;random_same_budget;rdblearn;rdblearn_direct;shuffle_ambiguity;target_only;unknown;value_only_conflict_count;value_only_entropy;value_only_majconf;value_only_support_count,TabPFN;catboost;tabpfn;xgb,91,results/final_tables/fdhg_v2_gate_ablation_status_table.csv;results/final_tables/rel_stack_user_badge_binary_gate_by_seed.csv;results/final_tables/rel_stack_user_badge_binary_gate_multiseed.csv;results/final_tables/validation_gate_relbench_summary_v0.csv;results/final_tables/validation_gate_relbench_summary_v1.csv,results/final_tables/fdhg_fallback_audit_main_4task.csv,results/final_tables/fdhg_v2_gate_ablation_status_table.csv;results/final_tables/phase1_relstack_status_table.csv;results/final_tables/phase1_relstack_status_table_with_notes.csv;results/final_tables/task_execution_status.csv
RelBench_v1,rel-stack,user-engagement,UserEngagementTask,binary_classification,contribution,users,OwnerUserId,timestamp,COMPLETE_FALLBACK,FALLBACK,built_fdhg_check_manually;built_no_clear_afd_marker;complete_exact_feature_fallback;csv_record;ok;unknown,41,False,True,True,True,True,True,True,True,True,True,True,0.0,True,dfs;dfs_plus_temporal;fdhg_dmax1;fdhg_plus_temporal;target_only,not_required_exact_fallback;tabpfn,19,results/final_tables/rel_stack_user_engagement_binary_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-trial,study-outcome,StudyOutcomeTask,binary_classification,outcome,studies,nct_id,timestamp,COMPLETE_FALLBACK,FALLBACK,builder_failed_or_incompatible;complete_exact_feature_fallback;csv_record;fallback_no_usable_afd;ok;success;unknown,41,False,True,True,True,True,True,True,True,True,True,True,0.0,True,dfs;fdhg_dmax1;naive;target_only,not_required_exact_fallback;tabpfn,23,results/final_tables/rel_trial_study_outcome_binary_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-amazon,item-ltv,ItemLTVTask,regression,ltv,product,product_id,timestamp,COMPLETE_EVALUATED_SELECT,SELECT,built_no_clear_afd_marker;cached_not_evaluated;csv_record;exact_match;failed;ok;onehop_candidate_selected_afd;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,,,dfs;dfs_catboost;dfs_log1p;fdhg_dmax1;fdhg_dmax1_catboost;fdhg_dmax1_log1p;target_only,CatBoost;catboost;tabpfn;tabpfn_regressor,27,results/final_tables/rel_amazon_item_ltv_regression_gate_by_seed.csv;results/final_tables/rel_amazon_item_ltv_regression_gate_multiseed.csv;results/final_tables/rel_amazon_item_ltv_tabpfn_log1p_gate_by_seed.csv;results/final_tables/rel_amazon_item_ltv_tabpfn_log1p_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-amazon,user-ltv,UserLTVTask,regression,ltv,customer,customer_id,timestamp,COMPLETE_FALLBACK,FALLBACK,built_fdhg_check_manually;built_no_clear_afd_marker;cached_not_evaluated;complete_exact_feature_fallback;csv_record;failed;unknown,41,False,True,True,True,True,True,True,True,True,True,True,0.0,True,dfs;fdhg_dmax1;target_only,not_required_exact_fallback;tabpfn,17,results/final_tables/rel_amazon_user_ltv_regression_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-arxiv,author-publication,AuthorPublicationTask,regression,publication_count,authors,Author_ID,date,COMPLETE_FALLBACK,FALLBACK,cached_not_evaluated;csv_record;exact_fallback_no_duplicate_decoder_run,,False,True,True,True,True,True,True,False,True,True,True,0.0,True,dfs;fdhg_dmax1,not_evaluated_exact_fallback,11,results/final_tables/rel_arxiv_author_publication_regression_gate_multiseed.csv,results/final_tables/rel_arxiv_author_publication_regression_fallback_audit.csv,results/final_tables/task_execution_status.csv
RelBench_v1,rel-avito,ad-ctr,AdCTRTask,regression,num_click,AdsInfo,AdID,timestamp,COMPLETE_FALLBACK,FALLBACK,built_fdhg_check_manually;built_no_clear_afd_marker;cached_not_evaluated;csv_record;exact_fallback_no_duplicate_decoder_run;failed;unknown,41,False,True,True,True,True,True,True,True,True,True,True,0.0,True,dfs;fdhg_dmax1;target_only,not_evaluated_exact_fallback;tabpfn,16,results/final_tables/rel_avito_ad_ctr_regression_gate_multiseed.csv,results/final_tables/rel_avito_ad_ctr_regression_fallback_audit.csv,results/final_tables/task_execution_status.csv
RelBench_v1,rel-event,user-attendance,UserAttendanceTask,regression,target,users,user,timestamp,COMPLETE_EVALUATED_SELECT,SELECT,cached_not_evaluated;complete_validation_select;csv_record;failed;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,8.0,False,dfs;fdhg_dmax1;target_only,tabpfn;tabpfn_regressor,22,results/final_tables/rel_event_user_attendance_regression_gate_by_seed.csv;results/final_tables/rel_event_user_attendance_regression_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-f1,driver-position,DriverPositionTask,regression,position,drivers,driverId,date,COMPLETE_EVALUATED_SELECT,SELECT,cached_not_evaluated;complete_validation_select;csv_record;failed;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,4.0,False,dfs;fdhg_dmax1;target_only,tabpfn;tabpfn_regressor,22,results/final_tables/rel_f1_driver_position_regression_gate_by_seed.csv;results/final_tables/rel_f1_driver_position_regression_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-hm,item-sales,ItemSalesTask,regression,sales,article,article_id,timestamp,COMPLETE_FALLBACK,FALLBACK,complete_validation_fallback;csv_record;failed;not_started;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,0.0,False,dfs;fdhg_dmax1;target_only,tabpfn;tabpfn_regressor,22,results/final_tables/rel_hm_item_sales_regression_gate_by_seed.csv;results/final_tables/rel_hm_item_sales_regression_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-ratebeer,user-count,UserRatingCountTask,regression,num_ratings,users,user_id,timestamp,COMPLETE_EVALUATED_SELECT,SELECT,cached_not_evaluated;csv_record,,False,True,True,True,True,True,True,False,True,True,True,8.0,False,dfs;fdhg_residual,tabpfn_regressor,15,results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv;results/final_tables/relbench_v2_fdhg_gate_paper_table.csv;results/final_tables/relbench_v2_fdhg_gate_unified_summary.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-stack,post-votes,PostVotesTask,regression,popularity,posts,PostId,timestamp,COMPLETE_FALLBACK,FALLBACK,built_fdhg_check_manually;built_no_clear_afd_marker;cached_not_evaluated;complete_exact_feature_fallback;csv_record;failed;unknown,41,False,True,True,True,True,True,True,True,True,True,True,0.0,True,dfs;dfs_plus_temporal;fdhg_dmax1;fdhg_plus_temporal;target_only,not_required_exact_fallback;tabpfn,22,results/final_tables/rel_stack_post_votes_regression_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-trial,site-success,SiteSuccessTask,regression,success_rate,facilities,facility_id,timestamp,COMPLETE_FALLBACK,FALLBACK,builder_failed_or_incompatible;cached_not_evaluated;complete_validation_fallback;csv_record;failed;unknown,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,44.0,False,dfs;fdhg_dmax1;target_only,tabpfn;tabpfn_regressor,22,results/final_tables/rel_trial_site_success_regression_gate_by_seed.csv;results/final_tables/rel_trial_site_success_regression_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v1,rel-trial,study-adverse,StudyAdverseTask,regression,num_of_adverse_events,studies,nct_id,timestamp,COMPLETE_FALLBACK,FALLBACK,built_fdhg_check_manually;built_no_clear_afd_marker;cached_not_evaluated;complete_exact_feature_fallback;csv_record;failed;unknown,41,False,True,True,True,True,True,True,True,True,True,True,0.0,True,dfs;dfs_plus_temporal;fdhg_dmax1;fdhg_plus_temporal;target_only,not_required_exact_fallback;tabpfn,22,results/final_tables/rel_trial_study_adverse_regression_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v2,rel-avito,searchinfo-isuserloggedon,AutoCompleteTask,binary_classification,IsUserLoggedOn,SearchInfo,SearchID,SearchDate,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,8.0,False,dfs;fdhg_dmax1,tabpfn_classifier,4,results/final_tables/rel_avito_searchinfo_isuserloggedon_gate_by_seed.csv;results/final_tables/rel_avito_searchinfo_isuserloggedon_gate_multiseed.csv,,
RelBench_v2,rel-avito,searchstream-click,AutoCompleteTask,binary_classification,IsClick,SearchStream,primary_key,SearchDate,COMPLETE_FALLBACK,FALLBACK,complete_validation_fallback,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,0.0,True,dfs;fdhg_dmax1,tabpfn_classifier,4,results/final_tables/rel_avito_searchstream_click_gate_by_seed.csv;results/final_tables/rel_avito_searchstream_click_gate_multiseed.csv,,
RelBench_v2,rel-event,event_interest-interested,AutoCompleteTask,binary_classification,interested,event_interest,primary_key,timestamp,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,8.0,False,dfs;fdhg_dmax1,tabpfn_classifier,4,results/final_tables/rel_event_event_interest_interested_gate_by_seed.csv;results/final_tables/rel_event_event_interest_interested_gate_multiseed.csv,,
RelBench_v2,rel-event,event_interest-not_interested,AutoCompleteTask,binary_classification,not_interested,event_interest,primary_key,timestamp,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,8.0,False,dfs;fdhg_dmax1,tabpfn_classifier,4,results/final_tables/rel_event_event_interest_not_interested_gate_by_seed.csv;results/final_tables/rel_event_event_interest_not_interested_gate_multiseed.csv,,
RelBench_v2,rel-trial,eligibilities-adult,AutoCompleteTask,binary_classification,adult,eligibilities,id,date,COMPLETE_EVALUATED_SELECT,SELECT,,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,9.0,False,constant_prevalence;dfs_clean;dfs_clean_plus_dmax2;dmax2_residual_only,catboost_classifier,8,results/final_tables/rel_trial_3task_gate_summary.csv;results/final_tables/rel_trial_eligibilities_adult_gate_by_seed.csv;results/final_tables/rel_trial_eligibilities_adult_gate_multiseed.csv;results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv,,
RelBench_v2,rel-trial,eligibilities-child,AutoCompleteTask,binary_classification,child,eligibilities,id,date,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,9.0,False,dfs_clean;dfs_clean_plus_dmax2,catboost_classifier,4,results/final_tables/rel_trial_eligibilities_child_gate_by_seed.csv;results/final_tables/rel_trial_eligibilities_child_gate_multiseed.csv,,
RelBench_v2,rel-trial,studies-has_dmc,AutoCompleteTask,binary_classification,has_dmc,studies,nct_id,start_date,COMPLETE_EVALUATED_SELECT,SELECT,,41;42;43;44,True,True,True,True,True,True,True,True,True,True,True,9.0,False,constant_prevalence;dfs_clean;dfs_clean_plus_dmax2;dmax2_residual_only,catboost_classifier,8,results/final_tables/rel_trial_3task_gate_summary.csv;results/final_tables/rel_trial_studies_has_dmc_gate_by_seed.csv;results/final_tables/rel_trial_studies_has_dmc_gate_multiseed.csv;results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv,,
RelBench_v2,rel-amazon,review-rating,AutoCompleteTask,regression,rating,review,primary_key,review_time,COMPLETE_NOT_EVALUATED,NOT_EVALUATED,unsupported_safe_mapping,,False,True,True,True,True,True,True,False,True,True,True,0.0,False,dfs;fdhg_dmax1,not_evaluated,6,,,results/final_tables/rel_amazon_review_rating_regression_status.csv
RelBench_v2,rel-event,users-birthyear,AutoCompleteTask,regression,birthyear,users,user_id,joinedAt,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select,41;42;43;44,True,True,True,True,True,True,True,False,True,True,True,8.0,False,dfs;fdhg_dmax1,tabpfn_regressor,6,results/final_tables/rel_event_users_birthyear_gate_by_seed.csv;results/final_tables/rel_event_users_birthyear_gate_multiseed.csv,,
RelBench_v2,rel-f1,qualifying-position,AutoCompleteTask,regression,position,qualifying,qualifyId,date,COMPLETE_FALLBACK,FALLBACK,complete_validation_fallback,41;42;43;44,True,True,True,True,True,True,True,False,True,True,True,0.0,True,dfs;fdhg_dmax1,tabpfn_regressor,6,results/final_tables/rel_f1_qualifying_position_gate_by_seed.csv;results/final_tables/rel_f1_qualifying_position_gate_multiseed.csv,,
RelBench_v2,rel-f1,results-position,AutoCompleteTask,regression,position,results,resultId,date,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select,41;42;43;44,True,True,True,True,True,True,True,False,True,True,True,4.0,False,dfs;fdhg_dmax1,tabpfn_regressor,6,results/final_tables/rel_f1_results_position_gate_by_seed.csv;results/final_tables/rel_f1_results_position_gate_multiseed.csv,,
RelBench_v2,rel-hm,transactions-price,AutoCompleteTask,regression,price,transactions,primary_key,t_dat,COMPLETE_EVALUATED_SELECT,SELECT,complete_validation_select,41;42;43;44,True,True,True,True,True,True,True,False,True,True,True,1.0,False,dfs;fdhg_dmax1,tabpfn_regressor,5,results/final_tables/rel_hm_transactions_price_gate_by_seed.csv;results/final_tables/rel_hm_transactions_price_gate_multiseed.csv,,
RelBench_v2,rel-ratebeer,beer_ratings-total_score,AutoCompleteTask,regression,total_score,beer_ratings,rating_id,created_at,COMPLETE_FALLBACK,FALLBACK,complete_validation_fallback;csv_record,41;42;43;44,True,True,True,True,True,True,True,False,True,True,True,0.0,True,dfs;fdhg_dmax1,tabpfn_regressor,10,results/final_tables/rel_ratebeer_beer_ratings_total_score_gate_by_seed.csv;results/final_tables/rel_ratebeer_beer_ratings_total_score_gate_multiseed.csv,,results/final_tables/task_execution_status.csv
RelBench_v2,rel-trial,studies-enrollment,AutoCompleteTask,regression,enrollment,studies,nct_id,start_date,COMPLETE_EVALUATED_SELECT,SELECT,,41;42;43;44,True,True,True,True,True,True,True,False,True,True,True,13.0,False,dfs_clean;dfs_clean_log1p;dfs_clean_plus_dmax2;dfs_clean_plus_dmax2_log1p,CatBoost;catboost_regressor;tabpfn_regressor,18,results/final_tables/rel_trial_3task_gate_summary.csv;results/final_tables/rel_trial_studies_enrollment_gate_by_seed.csv;results/final_tables/rel_trial_studies_enrollment_gate_multiseed.csv;results/final_tables/rel_trial_studies_enrollment_gate_seed41.csv;results/final_tables/rel_trial_studies_enrollment_regression_gate_by_seed.csv;results/final_tables/rel_trial_studies_enrollment_regression_gate_multiseed.csv;results/final_tables/rel_trial_studies_enrollment_tabpfn_gate_seed41.csv;results/final_tables/rel_trial_studies_enrollment_tabpfn_log1p_gate_by_seed.csv;results/final_tables/rel_trial_studies_enrollment_tabpfn_log1p_gate_multiseed.csv;results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv,,
SALT,rel-salt,item-incoterms,AutoCompleteTask,multiclass_classification,ITEMINCOTERMSCLASSIFICATION,salesdocumentitem,ID,CREATIONTIMESTAMP,COMPLETE_FALLBACK,FALLBACK,csv_record,,False,True,True,True,True,True,True,False,True,True,True,,True,dfs;fdhg_residual,tabpfn_classifier_multiclass,11,results/final_tables/relbench_19task_fdhg_gate_paper_table.csv;results/final_tables/relbench_19task_fdhg_gate_unified_summary.csv;results/final_tables/relbench_v2_fdhg_gate_paper_table.csv;results/final_tables/relbench_v2_fdhg_gate_unified_summary.csv,,results/final_tables/task_execution_status.csv
